miRNA,PMID,Entrez Gene Id
hsa-miR-122a,17612493,51259
hsa-miR-122a,17612493,54495
hsa-miR-122a,17612493,54502
hsa-miR-122a,17612493,55165
hsa-miR-122a,17612493,56952
hsa-miR-122a,17612493,64750
hsa-miR-122a,17612493,79801
hsa-miR-122a,17612493,80110
hsa-miR-122a,17612493,80209
hsa-miR-122a,17612493,81573
hsa-miR-122a,17612493,84918
hsa-miR-122a,17612493,92579
hsa-miR-122a,17612493,113402
hsa-miR-122a,17612493,132789
hsa-miR-122a,17612493,159371
hsa-miR-122a,17612493,252983
hsa-miR-122a,17612493,283578
hsa-miR-122a,17612493,360023
hsa-miR-124,18042700,37
hsa-miR-124,15685193,196
hsa-miR-124,15685193,204
hsa-miR-124,15685193,223
hsa-miR-124,15685193,244
hsa-miR-124,18461144,308
hsa-miR-124,18461144,310
hsa-miR-124,18042700,311
hsa-miR-124,15685193,369
hsa-miR-124,18042700,369
hsa-miR-124,18461144,378
hsa-miR-124,18042700,389
hsa-miR-124,18461144,389
hsa-miR-124,18042700,391
hsa-miR-124,20042474,391
hsa-miR-124,18461144,567
hsa-miR-124,18461144,654
hsa-miR-124,18042700,677
hsa-miR-124,18042700,678
hsa-miR-124,18461144,678
hsa-miR-124,15685193,754
hsa-miR-124,18461144,754
hsa-miR-124,18461144,797
hsa-miR-124,18461144,813
hsa-miR-124,15685193,857
hsa-miR-124,18042700,857
hsa-miR-124,18461144,865
hsa-miR-124,15685193,966
hsa-miR-124,18042700,977
hsa-miR-124,15685193,1019
hsa-miR-124,15685193,1021
hsa-miR-124,18461144,1033
hsa-miR-124,15685193,1050
hsa-miR-124,18042700,1050
hsa-miR-124,18461144,1050
hsa-miR-124,18042700,1073
hsa-miR-124,18461144,1163
hsa-miR-124,18461144,1200
hsa-miR-124,18461144,1318
hsa-miR-124,18461144,1376
hsa-miR-124,15685193,1432
hsa-miR-124,18461144,1432
hsa-miR-124,18461144,1477
hsa-miR-124,18461144,1479
hsa-miR-124,15685193,1490
hsa-miR-124,18042700,1497
hsa-miR-124,15685193,1500
hsa-miR-124,18042700,1500
hsa-miR-124,18042700,1512
hsa-miR-124,18461144,1528
hsa-miR-124,15685193,1545
hsa-miR-124,18461144,1601
hsa-miR-124,18461144,1605
hsa-miR-124,15685193,1635
hsa-miR-124,18461144,1635
hsa-miR-124,18042700,1666
hsa-miR-124,18461144,1666
hsa-miR-124,15685193,1677
hsa-miR-124,15685193,1718
hsa-miR-124,18042700,1747
hsa-miR-124,15685193,1785
hsa-miR-124,18461144,1836
hsa-miR-124,18461144,1837
hsa-miR-124,18461144,1852
hsa-miR-124,15685193,1856
hsa-miR-124,18042700,1856
hsa-miR-124,18042700,1871
hsa-miR-124,18042700,1875
hsa-miR-124,18042700,1876
hsa-miR-124,18461144,1876
hsa-miR-124,15685193,2000
hsa-miR-124,18461144,2000
hsa-miR-124,18461144,2030
hsa-miR-124,15685193,2040
hsa-miR-124,18042700,2040
hsa-miR-124,18461144,2040
hsa-miR-124,15685193,2054
hsa-miR-124,18461144,2054
hsa-miR-124,15685193,2070
hsa-miR-124,18042700,2079
hsa-miR-124,18042700,2161
hsa-miR-124,18461144,2161
hsa-miR-124,18461144,2273
hsa-miR-124,18461144,2274
hsa-miR-124,18042700,2323
hsa-miR-124,18461144,2548
hsa-miR-124,15685193,2683
hsa-miR-124,18042700,2683
hsa-miR-124,18461144,2683
hsa-miR-124,18461144,2730
hsa-miR-124,18461144,2762
hsa-miR-124,18042700,2768
hsa-miR-124,18461144,2768
hsa-miR-124,18461144,2770
hsa-miR-124,15685193,2773
hsa-miR-124,18461144,2773
hsa-miR-124,15685193,2790
hsa-miR-124,18461144,2790
hsa-miR-124,18461144,2926
hsa-miR-124,15685193,2934
hsa-miR-124,18042700,2992
hsa-miR-124,18461144,3028
hsa-miR-124,18042700,3030
hsa-miR-124,18461144,3030
hsa-miR-124,15685193,3032
hsa-miR-124,18042700,3032
hsa-miR-124,18461144,3032
hsa-miR-124,15685193,3033
hsa-miR-124,18461144,3033
hsa-miR-124,18042700,3164
hsa-miR-124,18461144,3209
hsa-miR-124,18042700,3231
hsa-miR-124,18461144,3231
hsa-miR-124,18461144,3239
hsa-miR-124,18461144,3608
hsa-miR-124,18461144,3642
hsa-miR-124,15685193,3688
hsa-miR-124,18042700,3688
hsa-miR-124,18461144,3688
hsa-miR-124,15685193,3915
hsa-miR-124,16549876,3915
hsa-miR-124,18042700,3915
hsa-miR-124,18461144,3920
hsa-miR-124,18461144,3948
hsa-miR-124,18461144,3956
hsa-miR-124,18042700,3958
hsa-miR-124,18461144,3958
hsa-miR-124,18461144,3988
hsa-miR-124,15685193,4001
hsa-miR-124,15685193,4090
hsa-miR-124,15685193,4124
hsa-miR-124,18461144,4144
hsa-miR-124,18042700,4192
hsa-miR-124,18461144,4192
hsa-miR-124,18042700,4215
hsa-miR-124,18042700,4277
hsa-miR-124,18461144,4281
hsa-miR-124,18042700,4337
hsa-miR-124,18042700,4490
hsa-miR-124,18042700,4493
hsa-miR-124,18042700,4495
hsa-miR-124,18461144,4495
hsa-miR-124,18042700,4498
hsa-miR-124,18042700,4500
hsa-miR-124,18042700,4502
hsa-miR-124,18461144,4502
hsa-miR-124,15685193,4627
hsa-miR-124,18042700,4627
hsa-miR-124,18042700,4651
hsa-miR-124,18461144,4752
hsa-miR-124,18042700,4772
hsa-miR-124,18461144,4774
hsa-miR-124,15685193,4782
hsa-miR-124,18042700,4811
hsa-miR-124,18461144,4811
hsa-miR-124,15685193,4833
hsa-miR-124,18042700,4833
hsa-miR-124,18461144,4833
hsa-miR-124,18461144,4860
hsa-miR-124,18042700,4893
hsa-miR-124,18461144,4893
hsa-miR-124,18461144,5073
hsa-miR-124,18461144,5110
hsa-miR-124,18042700,5118
hsa-miR-124,18461144,5140
hsa-miR-124,18042700,5228
hsa-miR-124,15685193,5236
hsa-miR-124,15685193,5269
hsa-miR-124,18042700,5269
hsa-miR-124,18461144,5270
hsa-miR-124,15685193,5355
hsa-miR-124,15685193,5420
hsa-miR-124,18461144,5471
hsa-miR-124,18461144,5509
hsa-miR-124,18461144,5570
hsa-miR-124,18461144,5573
hsa-miR-124,18042700,5587
hsa-miR-124,18461144,5641
hsa-miR-124,18042700,5681
hsa-miR-124,18042700,5699
hsa-miR-124,18461144,5705
hsa-miR-124,15685193,5725
hsa-miR-124,20042474,5725
hsa-miR-124,18461144,5768
hsa-miR-124,15685193,5782
hsa-miR-124,18461144,5782
hsa-miR-124,18461144,5860
hsa-miR-124,15685193,5916
hsa-miR-124,18042700,5916
hsa-miR-124,18461144,5937
hsa-miR-124,15685193,5970
hsa-miR-124,18042700,5977
hsa-miR-124,18042700,6205
hsa-miR-124,18042700,6206
hsa-miR-124,18042700,6237
hsa-miR-124,18461144,6237
hsa-miR-124,18461144,6251
hsa-miR-124,15685193,6259
hsa-miR-124,18042700,6259
hsa-miR-124,18461144,6259
hsa-miR-124,18042700,6272
hsa-miR-124,18461144,6304
hsa-miR-124,18461144,6422
hsa-miR-124,18461144,6431
hsa-miR-124,18461144,6446
hsa-miR-124,15685193,6566
hsa-miR-124,16549876,6566
hsa-miR-124,18461144,6567
hsa-miR-124,15685193,6584
hsa-miR-124,15685193,6591
hsa-miR-124,18042700,6591
hsa-miR-124,18461144,6591
hsa-miR-124,18461144,6595
hsa-miR-124,15685193,6667
hsa-miR-124,15685193,6744
hsa-miR-124,18461144,6744
hsa-miR-124,18461144,6815
hsa-miR-124,16549876,6836
hsa-miR-124,18461144,6836
hsa-miR-124,15685193,6856
hsa-miR-124,18042700,6856
hsa-miR-124,18461144,6856
hsa-miR-124,15685193,6894
hsa-miR-124,18042700,6894
hsa-miR-124,18042700,6929
hsa-miR-124,18461144,6988
hsa-miR-124,15685193,7003
hsa-miR-124,20042474,7045
hsa-miR-124,18042700,7076
hsa-miR-124,18461144,7076
hsa-miR-124,15685193,7094
hsa-miR-124,18042700,7094
hsa-miR-124,18042700,7105
hsa-miR-124,18461144,7278
hsa-miR-124,18042700,7291
hsa-miR-124,18461144,7296
hsa-miR-124,18042700,7297
hsa-miR-124,18461144,7332
hsa-miR-124,18461144,7334
hsa-miR-124,18461144,7372
hsa-miR-124,18461144,7431
hsa-miR-124,18461144,7453
hsa-miR-124,18461144,7456
hsa-miR-124,18461144,7549
hsa-miR-124,18461144,7690
hsa-miR-124,18042700,7703
hsa-miR-124,18461144,7803
hsa-miR-124,18461144,7813
hsa-miR-124,18042700,7832
hsa-miR-124,15685193,7866
hsa-miR-124,18042700,7866
hsa-miR-124,18461144,7866
hsa-miR-124,18042700,7867
hsa-miR-124,18042700,7942
hsa-miR-124,18461144,7965
hsa-miR-124,18461144,8031
hsa-miR-124,18461144,8034
hsa-miR-124,18461144,8270
hsa-miR-124,20042474,8270
hsa-miR-124,18042700,8460
hsa-miR-124,18461144,8460
hsa-miR-124,18461144,8495
hsa-miR-124,18042700,8501
hsa-miR-124,18461144,8519
hsa-miR-124,18042700,8613
hsa-miR-124,20042474,8613
hsa-miR-124,18461144,8673
hsa-miR-124,15685193,8677
hsa-miR-124,18042700,8677
hsa-miR-124,18461144,8677
hsa-miR-124,20042474,8677
hsa-miR-124,15685193,8763
hsa-miR-124,16549876,8763
hsa-miR-124,18461144,8763
hsa-miR-124,16549876,8801
hsa-miR-124,18461144,8801
hsa-miR-124,15685193,8826
hsa-miR-124,18461144,8826
hsa-miR-124,18042700,8862
hsa-miR-124,18042700,8879
hsa-miR-124,18461144,8883
hsa-miR-124,15685193,8895
hsa-miR-124,18461144,8895
hsa-miR-124,15685193,8985
hsa-miR-124,18042700,8985
hsa-miR-124,15685193,8992
hsa-miR-124,16549876,8992
hsa-miR-124,15685193,9060
hsa-miR-124,18042700,9060
hsa-miR-124,18461144,9061
hsa-miR-124,15685193,9107
hsa-miR-124,18461144,9107
hsa-miR-124,15685193,9138
hsa-miR-124,15685193,9144
hsa-miR-124,18042700,9144
hsa-miR-124,18461144,9144
hsa-miR-124,18042700,9204
hsa-miR-124,18461144,9204
hsa-miR-124,18042700,9209
hsa-miR-124,18042700,9223
hsa-miR-124,15685193,9321
hsa-miR-124,18461144,9321
hsa-miR-124,18461144,9334
hsa-miR-124,15685193,9341
hsa-miR-124,16549876,9341
hsa-miR-124,18042700,9341
hsa-miR-124,18461144,9341
hsa-miR-124,15685193,9411
hsa-miR-124,15685193,9414
hsa-miR-124,18461144,9477
hsa-miR-124,15685193,9516
hsa-miR-124,18042700,9516
hsa-miR-124,18461144,9516
hsa-miR-124,18461144,9525
hsa-miR-124,18042700,9589
hsa-miR-124,18461144,9741
hsa-miR-124,18461144,9749
hsa-miR-124,18042700,9861
hsa-miR-124,18042700,9943
hsa-miR-124,18461144,9946
hsa-miR-124,15685193,10016
hsa-miR-124,18042700,10016
hsa-miR-124,15685193,10040
hsa-miR-124,15685193,10053
hsa-miR-124,18042700,10066
hsa-miR-124,18461144,10066
hsa-miR-124,15685193,10095
hsa-miR-124,18461144,10105
hsa-miR-124,15685193,10106
hsa-miR-124,18042700,10106
hsa-miR-124,18461144,10106
hsa-miR-124,18042700,10113
hsa-miR-124,18461144,10113
hsa-miR-124,18461144,10140
hsa-miR-124,15685193,10146
hsa-miR-124,18461144,10162
hsa-miR-124,18042700,10175
hsa-miR-124,18461144,10175
hsa-miR-124,15685193,10198
hsa-miR-124,18042700,10211
hsa-miR-124,18042700,10217
hsa-miR-124,18042700,10230
hsa-miR-124,18461144,10237
hsa-miR-124,18461144,10252
hsa-miR-124,18042700,10253
hsa-miR-124,18461144,10269
hsa-miR-124,18042700,10301
hsa-miR-124,18461144,10301
hsa-miR-124,18042700,10365
hsa-miR-124,18461144,10410
hsa-miR-124,15685193,10424
hsa-miR-124,18042700,10424
hsa-miR-124,18461144,10440
hsa-miR-124,15685193,10449
hsa-miR-124,16549876,10449
hsa-miR-124,18461144,10449
hsa-miR-124,15685193,10455
hsa-miR-124,18461144,10455
hsa-miR-124,15685193,10459
hsa-miR-124,18042700,10459
hsa-miR-124,18042700,10481
hsa-miR-124,18461144,10481
hsa-miR-124,18461144,10482
hsa-miR-124,18461144,10548
hsa-miR-124,15685193,10553
hsa-miR-124,18042700,10553
hsa-miR-124,18461144,10553
hsa-miR-124,18042700,10558
hsa-miR-124,18042700,10581
hsa-miR-124,18461144,10581
hsa-miR-124,15685193,10622
hsa-miR-124,16549876,10634
hsa-miR-124,18042700,10634
hsa-miR-124,18461144,10635
hsa-miR-124,18461144,10672
hsa-miR-124,18461144,10678
hsa-miR-124,18461144,10741
hsa-miR-124,18461144,10744
hsa-miR-124,18461144,10776
hsa-miR-124,15685193,10783
hsa-miR-124,18042700,10783
hsa-miR-124,15685193,10848
hsa-miR-124,18042700,10848
hsa-miR-124,18461144,10874
hsa-miR-124,18042700,10898
hsa-miR-124,18042700,10904
hsa-miR-124,18461144,10904
hsa-miR-124,18461144,10924
hsa-miR-124,15685193,10950
hsa-miR-124,18461144,10953
hsa-miR-124,18042700,10954
hsa-miR-124,18461144,10954
hsa-miR-124,18461144,10955
hsa-miR-124,18461144,10973
hsa-miR-124,18461144,11018
hsa-miR-124,18461144,11031
hsa-miR-124,18042700,11040
hsa-miR-124,18461144,11040
hsa-miR-124,18461144,11043
hsa-miR-124,18461144,11091
hsa-miR-124,15685193,11104
hsa-miR-124,18461144,11104
hsa-miR-124,18042700,11130
hsa-miR-124,18461144,11130
hsa-miR-124,18461144,11145
hsa-miR-124,18042700,11161
hsa-miR-124,18461144,11212
hsa-miR-124,18042700,11221
hsa-miR-124,18042700,11236
hsa-miR-124,18461144,11236
hsa-miR-124,15685193,11261
hsa-miR-124,15685193,22856
hsa-miR-124,18042700,22856
hsa-miR-124,18461144,22856
hsa-miR-124,18042700,22887
hsa-miR-124,18461144,22977
hsa-miR-124,15685193,23075
hsa-miR-124,18461144,23142
hsa-miR-124,18042700,23184
hsa-miR-124,15685193,23189
hsa-miR-124,18461144,23189
hsa-miR-124,18461144,23266
hsa-miR-124,18042700,23268
hsa-miR-124,18042700,23299
hsa-miR-124,18042700,23303
hsa-miR-124,18461144,23409
hsa-miR-124,18042700,23463
hsa-miR-124,18461144,23463
hsa-miR-124,15685193,23478
hsa-miR-124,18461144,23483
hsa-miR-124,18042700,23500
hsa-miR-124,18461144,23531
hsa-miR-124,18042700,23555
hsa-miR-124,18461144,23592
hsa-miR-124,15685193,23593
hsa-miR-124,18461144,23607
hsa-miR-124,18042700,23636
hsa-miR-124,18461144,23636
hsa-miR-124,15685193,23650
hsa-miR-124,18042700,23753
hsa-miR-124,18461144,23753
hsa-miR-124,18042700,24140
hsa-miR-124,18461144,24140
hsa-miR-124,18042700,24142
hsa-miR-124,18042700,25797
hsa-miR-124,18461144,25825
hsa-miR-124,18042700,25832
hsa-miR-124,18042700,25845
hsa-miR-124,18461144,25845
hsa-miR-124,18461144,25847
hsa-miR-124,18042700,25852
hsa-miR-124,15685193,25862
hsa-miR-124,18461144,25886
hsa-miR-124,18042700,25953
hsa-miR-124,18461144,25961
hsa-miR-124,15685193,25987
hsa-miR-124,15685193,26119
hsa-miR-124,18042700,26175
hsa-miR-124,18461144,26255
hsa-miR-124,15685193,26258
hsa-miR-124,18461144,26258
hsa-miR-124,18042700,26284
hsa-miR-124,18461144,26284
hsa-miR-124,20042474,26284
hsa-miR-124,18461144,26353
hsa-miR-124,18461144,26355
hsa-miR-124,15685193,26503
hsa-miR-124,18042700,26503
hsa-miR-124,18461144,26503
hsa-miR-124,18042700,26511
hsa-miR-124,18042700,26517
hsa-miR-124,18042700,26519
hsa-miR-124,18042700,26628
hsa-miR-124,18042700,26648
hsa-miR-124,18042700,27018
hsa-miR-124,18461144,27018
hsa-miR-124,18042700,27076
hsa-miR-124,18461144,27107
hsa-miR-124,18042700,27148
hsa-miR-124,15685193,27230
hsa-miR-124,16549876,27230
hsa-miR-124,18461144,27230
hsa-miR-124,15685193,27236
hsa-miR-124,15685193,27242
hsa-miR-124,18461144,27242
hsa-miR-124,18461144,27249
hsa-miR-124,15685193,27301
hsa-miR-124,18042700,27301
hsa-miR-124,18461144,27301
hsa-miR-124,18042700,28971
hsa-miR-124,18461144,28971
hsa-miR-124,18042700,29081
hsa-miR-124,18461144,29081
hsa-miR-124,15685193,29083
hsa-miR-124,18461144,29083
hsa-miR-124,15685193,29128
hsa-miR-124,18461144,29887
hsa-miR-124,18461144,29916
hsa-miR-124,18461144,29922
hsa-miR-124,15685193,29956
hsa-miR-124,18461144,29956
hsa-miR-124,18461144,29980
hsa-miR-124,18461144,50848
hsa-miR-124,18461144,51003
hsa-miR-124,18461144,51065
hsa-miR-124,18461144,51096
hsa-miR-124,15685193,51099
hsa-miR-124,18042700,51099
hsa-miR-124,18461144,51099
hsa-miR-124,18461144,51115
hsa-miR-124,18461144,51136
hsa-miR-124,18461144,51205
hsa-miR-124,18042700,51249
hsa-miR-124,18461144,51249
hsa-miR-124,20042474,51249
hsa-miR-124,18042700,51275
hsa-miR-124,18461144,51275
hsa-miR-124,18042700,51287
hsa-miR-124,18042700,51337
hsa-miR-124,18461144,51337
hsa-miR-124,18461144,51388
hsa-miR-124,18042700,51506
hsa-miR-124,18461144,51619
hsa-miR-124,18461144,51629
hsa-miR-124,18461144,51633
hsa-miR-124,18042700,51665
hsa-miR-124,18461144,51734
hsa-miR-124,18461144,51765
hsa-miR-124,18461144,51768
hsa-miR-124,18461144,51807
hsa-miR-124,18042700,54101
hsa-miR-124,18461144,54101
hsa-miR-124,18042700,54108
hsa-miR-124,18461144,54108
hsa-miR-124,18461144,54433
hsa-miR-124,18042700,54471
hsa-miR-124,18461144,54495
hsa-miR-124,15685193,54502
hsa-miR-124,15685193,54537
hsa-miR-124,18042700,54537
hsa-miR-124,18461144,54537
hsa-miR-124,18461144,54680
hsa-miR-124,18042700,54741
hsa-miR-124,18042700,54751
hsa-miR-124,18461144,54797
hsa-miR-124,18042700,54838
hsa-miR-124,15685193,54908
hsa-miR-124,18461144,54918
hsa-miR-124,18461144,54919
hsa-miR-124,18461144,54926
hsa-miR-124,18461144,54929
hsa-miR-124,18461144,54942
hsa-miR-124,15685193,54956
hsa-miR-124,18461144,54956
hsa-miR-124,18042700,54968
hsa-miR-124,18461144,54968
hsa-miR-124,18042700,54976
hsa-miR-124,15685193,55048
hsa-miR-124,18042700,55048
hsa-miR-124,18461144,55048
hsa-miR-124,18461144,55052
hsa-miR-124,18042700,55056
hsa-miR-124,15685193,55069
hsa-miR-124,18461144,55076
hsa-miR-124,18042700,55113
hsa-miR-124,18461144,55120
hsa-miR-124,18461144,55129
hsa-miR-124,18461144,55180
hsa-miR-124,18461144,55186
hsa-miR-124,18042700,55204
hsa-miR-124,16549876,55225
hsa-miR-124,15685193,55227
hsa-miR-124,18042700,55227
hsa-miR-124,18461144,55227
hsa-miR-124,18461144,55251
hsa-miR-124,18461144,55276
hsa-miR-124,18461144,55316
hsa-miR-124,18461144,55330
hsa-miR-124,15685193,55332
hsa-miR-124,18461144,55504
hsa-miR-124,18461144,55522
hsa-miR-124,15685193,55536
hsa-miR-124,18042700,55536
hsa-miR-124,18461144,55536
hsa-miR-124,18461144,55631
hsa-miR-124,15685193,55635
hsa-miR-124,18042700,55672
hsa-miR-124,18461144,55672
hsa-miR-124,18042700,55689
hsa-miR-124,15685193,55707
hsa-miR-124,15685193,55974
hsa-miR-124,18042700,55974
hsa-miR-124,18461144,55974
hsa-miR-124,18461144,56180
hsa-miR-124,15685193,56650
hsa-miR-124,18042700,56650
hsa-miR-124,18461144,56650
hsa-miR-124,18042700,56882
hsa-miR-124,18461144,56889
hsa-miR-124,18042700,56895
hsa-miR-124,18461144,56916
hsa-miR-124,15685193,56935
hsa-miR-124,18042700,56935
hsa-miR-124,18042700,56942
hsa-miR-124,18461144,56942
hsa-miR-124,18461144,56948
hsa-miR-124,18042700,57048
hsa-miR-124,18461144,57085
hsa-miR-124,15685193,57140
hsa-miR-124,18042700,57140
hsa-miR-124,18461144,57212
hsa-miR-124,15685193,57217
hsa-miR-124,18042700,57415
hsa-miR-124,15685193,57491
hsa-miR-124,18042700,57491
hsa-miR-124,18461144,57491
hsa-miR-124,18461144,57496
hsa-miR-124,18042700,57530
hsa-miR-124,18042700,57610
hsa-miR-124,18461144,57722
hsa-miR-124,18042700,57761
hsa-miR-124,18461144,57761
hsa-miR-124,18461144,57819
hsa-miR-124,15685193,58190
hsa-miR-124,18042700,58190
hsa-miR-124,18461144,58190
hsa-miR-124,20042474,58190
hsa-miR-124,18461144,58505
hsa-miR-124,18042700,58516
hsa-miR-124,18461144,58516
hsa-miR-124,18042700,59343
hsa-miR-124,16549876,60481
hsa-miR-124,18461144,60493
hsa-miR-124,18461144,60592
hsa-miR-124,18042700,63874
hsa-miR-124,18042700,63933
hsa-miR-124,18461144,63933
hsa-miR-124,18461144,64065
hsa-miR-124,18461144,64089
hsa-miR-124,15685193,64114
hsa-miR-124,15685193,64215
hsa-miR-124,18042700,64215
hsa-miR-124,18461144,64215
hsa-miR-124,18042700,64342
hsa-miR-124,15685193,64395
hsa-miR-124,15685193,64396
hsa-miR-124,18461144,64431
hsa-miR-124,18042700,64506
hsa-miR-124,18042700,64747
hsa-miR-124,18461144,64754
hsa-miR-124,18461144,64779
hsa-miR-124,18042700,64784
hsa-miR-124,18461144,64784
hsa-miR-124,15685193,64834
hsa-miR-124,18042700,64834
hsa-miR-124,18461144,64834
hsa-miR-124,15685193,64855
hsa-miR-124,18042700,65983
hsa-miR-124,18461144,66000
hsa-miR-124,18461144,78996
hsa-miR-124,18042700,79001
hsa-miR-124,18461144,79001
hsa-miR-124,18042700,79022
hsa-miR-124,15685193,79073
hsa-miR-124,18461144,79073
hsa-miR-124,18461144,79078
hsa-miR-124,18042700,79156
hsa-miR-124,18461144,79594
hsa-miR-124,18042700,79602
hsa-miR-124,18461144,79635
hsa-miR-124,18461144,79644
hsa-miR-124,18042700,79693
hsa-miR-124,18461144,79701
hsa-miR-124,18461144,79710
hsa-miR-124,18042700,79791
hsa-miR-124,18461144,79818
hsa-miR-124,18461144,79837
hsa-miR-124,15685193,79850
hsa-miR-124,18042700,79850
hsa-miR-124,18461144,79850
hsa-miR-124,18461144,79873
hsa-miR-124,18042700,79877
hsa-miR-124,18042700,79921
hsa-miR-124,18461144,79947
hsa-miR-124,18461144,80055
hsa-miR-124,15685193,80155
hsa-miR-124,18461144,80194
hsa-miR-124,18461144,80195
hsa-miR-124,18042700,80263
hsa-miR-124,18461144,80263
hsa-miR-124,18461144,80712
hsa-miR-124,18461144,80818
hsa-miR-124,18461144,81137
hsa-miR-124,18461144,81537
hsa-miR-124,18461144,81558
hsa-miR-124,18461144,81625
hsa-miR-124,15685193,81628
hsa-miR-124,18042700,81628
hsa-miR-124,18042700,81853
hsa-miR-124,18461144,81853
hsa-miR-124,18461144,81929
hsa-miR-124,18461144,83480
hsa-miR-124,18042700,83695
hsa-miR-124,18461144,83699
hsa-miR-124,18042700,83742
hsa-miR-124,18461144,83742
hsa-miR-124,18042700,83871
hsa-miR-124,18461144,83871
hsa-miR-124,15685193,83879
hsa-miR-124,18042700,83879
hsa-miR-124,18461144,83879
hsa-miR-124,16549876,84061
hsa-miR-124,18461144,84061
hsa-miR-124,15685193,84079
hsa-miR-124,18042700,84079
hsa-miR-124,18042700,84131
hsa-miR-124,15685193,84196
hsa-miR-124,18461144,84245
hsa-miR-124,18461144,84274
hsa-miR-124,18042700,84282
hsa-miR-124,18461144,84282
hsa-miR-124,15685193,84327
hsa-miR-124,18042700,84327
hsa-miR-124,18461144,84327
hsa-miR-124,18461144,84447
hsa-miR-124,18461144,84451
hsa-miR-124,18461144,84513
hsa-miR-124,18042700,84518
hsa-miR-124,18461144,84518
hsa-miR-124,18461144,84527
hsa-miR-124,15685193,84617
hsa-miR-124,18042700,84617
hsa-miR-124,18461144,84617
hsa-miR-124,18461144,84649
hsa-miR-124,18461144,84661
hsa-miR-124,18461144,84817
hsa-miR-124,18042700,84826
hsa-miR-124,18461144,84826
hsa-miR-124,18461144,84886
hsa-miR-124,18042700,84923
hsa-miR-124,18042700,84967
hsa-miR-124,18042700,85013
hsa-miR-124,18461144,85013
hsa-miR-124,18042700,90231
hsa-miR-124,18461144,90407
hsa-miR-124,18461144,90441
hsa-miR-124,15685193,90488
hsa-miR-124,18461144,90488
hsa-miR-124,18461144,90507
hsa-miR-124,18461144,90861
hsa-miR-124,18042700,91663
hsa-miR-124,18461144,91663
hsa-miR-124,15685193,91754
hsa-miR-124,18042700,91754
hsa-miR-124,18042700,92714
hsa-miR-124,15685193,93487
hsa-miR-124,18461144,93487
hsa-miR-124,15685193,93973
hsa-miR-124,18461144,112616
hsa-miR-124,15685193,113189
hsa-miR-124,18461144,113189
hsa-miR-124,18042700,113612
hsa-miR-124,18461144,113655
hsa-miR-124,18042700,113829
hsa-miR-124,18461144,113829
hsa-miR-124,15685193,114882
hsa-miR-124,18042700,114908
hsa-miR-124,18461144,115201
hsa-miR-124,18461144,115353
hsa-miR-124,18461144,115548
hsa-miR-124,18042700,115817
hsa-miR-124,15685193,116254
hsa-miR-124,18042700,116254
hsa-miR-124,18461144,116843
hsa-miR-124,15685193,117581
hsa-miR-124,18042700,117581
hsa-miR-124,18461144,117581
hsa-miR-124,18042700,117584
hsa-miR-124,18461144,117584
hsa-miR-124,18461144,119391
hsa-miR-124,15685193,121260
hsa-miR-124,18461144,121260
hsa-miR-124,18042700,123016
hsa-miR-124,18042700,123228
hsa-miR-124,18461144,123355
hsa-miR-124,18461144,124152
hsa-miR-124,18461144,125476
hsa-miR-124,18461144,126074
hsa-miR-124,15685193,127933
hsa-miR-124,18042700,132014
hsa-miR-124,18461144,134285
hsa-miR-124,18461144,134429
hsa-miR-124,18461144,135138
hsa-miR-124,18461144,138199
hsa-miR-124,18042700,138716
hsa-miR-124,18461144,140606
hsa-miR-124,18042700,140851
hsa-miR-124,18461144,140883
hsa-miR-124,18461144,144383
hsa-miR-124,18042700,146540
hsa-miR-124,18042700,146542
hsa-miR-124,15685193,148867
hsa-miR-124,18042700,149013
hsa-miR-124,18042700,149986
hsa-miR-124,18461144,150590
hsa-miR-124,18042700,151507
hsa-miR-124,18461144,151507
hsa-miR-124,15685193,151516
hsa-miR-124,18461144,152189
hsa-miR-124,18461144,152559
hsa-miR-124,18461144,153222
hsa-miR-124,18042700,154043
hsa-miR-124,18461144,154467
hsa-miR-124,18461144,157708
hsa-miR-124,18461144,158158
hsa-miR-124,18042700,159090
hsa-miR-124,18461144,159090
hsa-miR-124,18461144,167153
hsa-miR-124,18042700,170622
hsa-miR-124,18461144,192137
hsa-miR-124,18042700,200030
hsa-miR-124,18461144,200734
hsa-miR-124,18461144,201229
hsa-miR-124,18461144,201725
hsa-miR-124,18461144,205428
hsa-miR-124,15685193,219654
hsa-miR-124,18461144,219654
hsa-miR-124,18461144,220042
hsa-miR-124,15685193,220323
hsa-miR-124,18042700,220323
hsa-miR-124,18461144,221061
hsa-miR-124,18461144,222484
hsa-miR-124,18042700,252969
hsa-miR-124,18461144,253512
hsa-miR-124,18461144,253558
hsa-miR-124,18042700,253827
hsa-miR-124,18461144,282809
hsa-miR-124,18042700,283491
hsa-miR-124,18461144,283491
hsa-miR-124,15685193,283635
hsa-miR-124,18042700,284565
hsa-miR-124,18042700,285362
hsa-miR-124,18042700,285464
hsa-miR-124,18461144,286044
hsa-miR-124,18461144,339745
hsa-miR-124,15685193,341378
hsa-miR-124,18042700,347735
hsa-miR-124,18042700,373156
hsa-miR-124,18461144,373156
hsa-miR-124,18461144,374395
hsa-miR-124,18461144,375601
hsa-miR-124,18461144,387914
hsa-miR-124,18461144,388677
hsa-miR-124,18461144,388885
hsa-miR-124,18042700,388963
hsa-miR-124,18042700,389337
